weather_id,record_datetime,weather_condition,temperature_c,rain_intensity,visibility_level
2539,2024-03-21 02:00:00,Cloudy,21.5,0,7
2540,2024-05-02 20:00:00,Sunny,28.1,0,10
2541,2024-08-02 13:00:00,Sunny,26.6,0,9
2542,2024-05-20 18:00:00,Sunny,25.5,0,8
2543,2024-01-24 21:00:00,Cloudy,23.6,0,8
2544,2024-12-11 12:00:00,Sunny,27.4,0,8
2545,2024-04-27 03:00:00,Sunny,32.9,0,10
2546,2024-07-24 05:00:00,Cloudy,24.9,0,7
2547,2024-07-19 07:00:00,Sunny,25.2,0,10
2548,2024-11-30 19:00:00,Cloudy,22.9,1,7
2549,2024-03-08 14:00:00,Cloudy,26.0,1,7
2550,2024-01-26 01:00:00,Cloudy,28.2,0,7
2551,2024-05-26 22:00:00,Sunny,24.8,0,9
2552,2024-09-02 02:00:00,Rainy,15.2,10,3
2553,2024-10-15 02:00:00,Sunny,31.7,0,10
2554,2024-06-26 22:00:00,Sunny,28.8,0,9
2555,2024-09-30 02:00:00,Sunny,26.3,0,8
2556,2024-04-07 18:00:00,Cloudy,25.1,1,9
2557,2024-05-11 12:00:00,Cloudy,18.7,0,8
2558,2024-04-14 18:00:00,Cloudy,24.0,0,9
2559,2024-09-15 16:00:00,Sunny,28.7,0,9
2560,2024-06-17 23:00:00,Sunny,29.8,0,10
2561,2024-12-28 19:00:00,Sunny,26.0,0,8
2562,2024-10-04 16:00:00,Sunny,28.2,0,10
2563,2024-03-01 17:00:00,Sunny,26.1,0,10
2564,2024-07-05 12:00:00,Sunny,28.5,0,9
2565,2024-07-05 19:00:00,Sunny,26.2,0,8
2566,2024-05-31 16:00:00,Sunny,27.2,0,9
2567,2024-03-25 07:00:00,Sunny,26.0,0,8
2568,2024-07-28 06:00:00,Sunny,29.3,0,10
2569,2024-12-27 02:00:00,Cloudy,25.7,1,6
2570,2024-07-11 12:00:00,Sunny,27.5,0,10
2571,2024-04-26 13:00:00,Cloudy,24.1,0,6
2572,2024-05-03 08:00:00,Sunny,25.1,0,9
2573,2024-12-28 23:00:00,Sunny,27.4,0,10
2574,2024-03-28 02:00:00,Cloudy,23.9,1,9
2575,2024-12-16 14:00:00,Sunny,33.2,0,10
2576,2024-09-15 14:00:00,Cloudy,21.8,0,7
2577,2024-09-09 16:00:00,Cloudy,26.9,1,6
2578,2024-11-08 12:00:00,Cloudy,26.0,0,9
2579,2024-11-15 22:00:00,Sunny,28.6,0,9
2580,2024-12-21 09:00:00,Cloudy,27.5,1,9
2581,2024-02-29 08:00:00,Rainy,19.7,5,4
2582,2024-03-02 12:00:00,Rainy,19.8,8,4
2583,2024-03-04 22:00:00,Cloudy,23.9,0,7
2584,2024-02-27 17:00:00,Sunny,30.4,0,8
2585,2024-10-16 10:00:00,Cloudy,26.2,1,6
2586,2024-12-05 20:00:00,Cloudy,22.7,0,9
2587,2024-01-10 11:00:00,Cloudy,21.4,0,9
2588,2024-12-30 18:00:00,Cloudy,23.6,0,9
2589,2024-11-02 06:00:00,Cloudy,22.4,0,6
2590,2024-04-29 08:00:00,Rainy,18.9,10,3
2591,2024-12-16 16:00:00,Sunny,30.5,0,8
2592,2024-10-15 13:00:00,Sunny,27.1,0,8
2593,2024-03-18 07:00:00,Cloudy,23.9,0,8
2594,2024-06-19 12:00:00,Sunny,28.1,0,10
2595,2024-07-17 00:00:00,Foggy,21.7,0,3
2596,2024-06-29 17:00:00,Sunny,23.5,0,9
2597,2024-09-25 17:00:00,Sunny,26.8,0,10
2598,2024-12-17 22:00:00,Sunny,28.4,0,9
2599,2024-11-12 02:00:00,Foggy,22.4,0,3
2600,2024-02-09 06:00:00,Foggy,19.0,0,6
2601,2024-11-10 06:00:00,Sunny,24.2,0,10
2602,2024-03-14 03:00:00,Sunny,29.2,0,9
2603,2024-05-07 02:00:00,Sunny,26.7,0,10
2604,2024-10-21 02:00:00,Cloudy,21.6,0,6
2605,2024-10-07 09:00:00,Cloudy,22.8,0,7
2606,2024-01-05 17:00:00,Sunny,27.6,0,9
2607,2024-06-19 18:00:00,Sunny,26.8,0,10
2608,2024-09-12 12:00:00,Sunny,23.6,0,9
2609,2024-05-04 08:00:00,Sunny,29.8,0,9
2610,2024-10-26 09:00:00,Cloudy,26.5,1,6
2611,2024-04-05 11:00:00,Cloudy,25.3,1,7
2612,2024-01-04 23:00:00,Sunny,25.7,0,9
2613,2024-05-15 11:00:00,Sunny,27.6,0,10
2614,2024-01-28 11:00:00,Sunny,28.0,0,9
2615,2024-08-14 02:00:00,Sunny,29.2,0,9
2616,2024-11-23 04:00:00,Rainy,20.3,4,3
2617,2024-10-14 11:00:00,Rainy,17.5,6,2
2618,2024-08-09 18:00:00,Cloudy,24.2,1,7
2619,2024-12-08 14:00:00,Foggy,20.9,0,6
2620,2024-03-15 21:00:00,Cloudy,26.9,1,7
2621,2024-04-16 04:00:00,Rainy,20.4,2,3
2622,2024-06-10 10:00:00,Sunny,29.6,0,8
2623,2024-10-20 07:00:00,Sunny,28.2,0,9
2624,2024-11-23 19:00:00,Rainy,21.8,2,5
2625,2024-02-26 09:00:00,Sunny,28.8,0,9
2626,2024-04-14 02:00:00,Foggy,18.3,0,4
2627,2024-07-10 22:00:00,Cloudy,26.8,0,7
2628,2024-06-17 20:00:00,Foggy,21.4,0,5
2629,2024-11-19 12:00:00,Cloudy,23.1,1,7
2630,2024-05-08 19:00:00,Cloudy,23.0,0,7
2631,2024-03-23 05:00:00,Rainy,19.6,4,3
2632,2024-07-05 22:00:00,Sunny,28.9,0,8
2633,2024-01-13 01:00:00,Rainy,19.4,4,5
2634,2024-09-16 15:00:00,Cloudy,24.6,0,6
2635,2024-05-31 09:00:00,Cloudy,27.4,1,7
2636,2024-02-11 21:00:00,Sunny,30.1,0,9
2637,2024-03-16 03:00:00,Cloudy,24.4,0,8
2638,2024-08-27 15:00:00,Sunny,29.9,0,9
2639,2024-02-02 11:00:00,Cloudy,21.9,0,8
2640,2024-02-05 14:00:00,Sunny,28.8,0,8
2641,2024-07-13 18:00:00,Cloudy,27.6,1,7
2642,2024-05-06 04:00:00,Cloudy,23.6,0,9
2643,2024-09-05 04:00:00,Sunny,26.3,0,9
2644,2024-03-07 03:00:00,Sunny,26.7,0,8
2645,2024-09-03 03:00:00,Cloudy,21.8,0,8
2646,2024-06-11 15:00:00,Cloudy,22.4,1,8
2647,2024-02-29 13:00:00,Cloudy,23.3,0,9
2648,2024-03-23 03:00:00,Foggy,17.2,0,4
2649,2024-05-10 00:00:00,Sunny,28.0,0,10
2650,2024-03-08 08:00:00,Sunny,29.8,0,9
2651,2024-08-22 02:00:00,Sunny,26.2,0,10
2652,2024-05-17 21:00:00,Sunny,31.0,0,9
2653,2024-03-28 06:00:00,Cloudy,25.0,0,6
2654,2024-06-21 09:00:00,Sunny,30.1,0,10
2655,2024-09-06 20:00:00,Foggy,18.7,0,5
2656,2024-02-16 05:00:00,Cloudy,25.7,0,9
2657,2024-07-06 03:00:00,Cloudy,21.8,0,7
2658,2024-02-01 00:00:00,Cloudy,25.8,0,8
2659,2024-09-28 08:00:00,Rainy,19.3,2,3
2660,2024-10-25 20:00:00,Cloudy,25.1,0,7
2661,2024-09-23 09:00:00,Foggy,17.6,0,6
2662,2024-05-05 15:00:00,Cloudy,22.2,1,7
2663,2024-05-28 16:00:00,Sunny,29.2,0,10
2664,2024-12-09 22:00:00,Cloudy,22.1,0,9
2665,2024-05-30 09:00:00,Cloudy,24.9,1,8
2666,2024-03-22 07:00:00,Sunny,25.3,0,9
2667,2024-12-30 05:00:00,Sunny,29.7,0,8
2668,2024-04-11 03:00:00,Sunny,25.5,0,8
2669,2024-07-03 14:00:00,Rainy,20.1,6,3
2670,2024-06-18 23:00:00,Foggy,21.3,0,3
2671,2024-01-01 22:00:00,Rainy,17.6,5,2
2672,2024-02-26 19:00:00,Cloudy,25.2,1,8
2673,2024-04-01 05:00:00,Rainy,19.5,10,4
2674,2024-02-09 02:00:00,Cloudy,22.9,1,8
2675,2024-05-29 16:00:00,Cloudy,22.0,0,8
2676,2024-06-23 18:00:00,Cloudy,20.1,1,7
2677,2024-09-17 18:00:00,Rainy,19.7,10,2
2678,2024-10-28 20:00:00,Rainy,15.9,6,3
2679,2024-05-19 05:00:00,Sunny,28.2,0,9
2680,2024-10-31 12:00:00,Cloudy,23.5,1,7
2681,2024-10-23 05:00:00,Sunny,29.4,0,10
2682,2024-03-04 23:00:00,Sunny,27.4,0,9
2683,2024-04-30 05:00:00,Cloudy,23.3,1,7
2684,2024-05-03 03:00:00,Sunny,29.5,0,9
2685,2024-04-21 05:00:00,Cloudy,24.7,0,8
2686,2024-05-08 05:00:00,Foggy,20.6,0,6
2687,2024-10-18 02:00:00,Sunny,28.9,0,8
2688,2024-10-01 18:00:00,Sunny,24.9,0,10
2689,2024-04-03 17:00:00,Sunny,29.5,0,10
2690,2024-09-14 23:00:00,Cloudy,25.2,0,6
2691,2024-01-10 06:00:00,Sunny,26.0,0,8
2692,2024-03-31 05:00:00,Foggy,19.5,0,3
2693,2024-07-01 17:00:00,Sunny,27.9,0,8
2694,2024-01-10 05:00:00,Sunny,27.7,0,10
2695,2024-03-13 14:00:00,Foggy,20.7,0,3
2696,2024-05-18 02:00:00,Cloudy,26.9,1,6
2697,2024-10-30 07:00:00,Sunny,30.2,0,10
2698,2024-08-14 11:00:00,Foggy,17.4,0,5
2699,2024-07-01 14:00:00,Cloudy,25.2,0,6
2700,2024-01-31 09:00:00,Cloudy,26.7,0,6
2701,2024-03-11 00:00:00,Sunny,28.8,0,9
2702,2024-01-01 19:00:00,Cloudy,26.2,1,7
2703,2024-10-18 14:00:00,Rainy,23.0,2,3
2704,2024-07-14 19:00:00,Sunny,30.0,0,9
2705,2024-09-19 15:00:00,Sunny,28.5,0,10
2706,2024-04-25 18:00:00,Cloudy,26.1,0,9
2707,2024-07-11 09:00:00,Rainy,19.3,5,2
2708,2024-08-15 19:00:00,Sunny,28.0,0,10
2709,2024-01-30 14:00:00,Sunny,27.3,0,8
2710,2024-12-28 03:00:00,Cloudy,27.1,0,9
2711,2024-10-17 07:00:00,Sunny,26.4,0,8
2712,2024-07-24 20:00:00,Sunny,31.1,0,10
2713,2024-03-11 22:00:00,Cloudy,25.0,1,8
2714,2024-09-08 23:00:00,Sunny,25.2,0,9
2715,2024-04-11 11:00:00,Rainy,19.7,3,2
2716,2024-08-06 15:00:00,Foggy,15.8,0,4
2717,2024-11-22 14:00:00,Sunny,29.3,0,9
2718,2024-10-18 19:00:00,Foggy,21.8,0,3
2719,2024-03-02 17:00:00,Rainy,17.8,6,3
2720,2024-05-04 03:00:00,Sunny,28.2,0,8
2721,2024-08-05 23:00:00,Foggy,23.9,0,5
2722,2024-08-15 15:00:00,Cloudy,23.0,1,9
2723,2024-06-16 20:00:00,Sunny,25.9,0,10
2724,2024-12-05 08:00:00,Sunny,31.0,0,10
2725,2024-09-19 13:00:00,Cloudy,27.9,1,7
2726,2024-10-14 23:00:00,Sunny,28.0,0,10
2727,2024-06-09 13:00:00,Cloudy,26.0,0,6
2728,2024-01-12 17:00:00,Sunny,30.7,0,8
2729,2024-04-01 04:00:00,Sunny,26.5,0,9
2730,2024-09-03 08:00:00,Rainy,18.0,2,4
2731,2024-07-20 04:00:00,Foggy,22.5,0,4
2732,2024-05-23 20:00:00,Cloudy,27.4,1,7
2733,2024-04-04 01:00:00,Foggy,21.1,0,3
2734,2024-04-07 16:00:00,Sunny,26.2,0,10
2735,2024-10-16 22:00:00,Sunny,32.0,0,8
2736,2024-03-13 08:00:00,Sunny,26.9,0,10
2737,2024-04-17 23:00:00,Cloudy,23.3,0,9
2738,2024-04-06 10:00:00,Sunny,28.7,0,9
2739,2024-01-09 12:00:00,Sunny,31.1,0,8
2740,2024-05-04 12:00:00,Cloudy,25.7,1,7
2741,2024-11-16 23:00:00,Cloudy,24.8,0,8
2742,2024-01-10 00:00:00,Cloudy,24.9,1,9
2743,2024-02-10 23:00:00,Sunny,28.1,0,8
2744,2024-04-28 11:00:00,Foggy,21.1,0,3
2745,2024-10-16 04:00:00,Cloudy,18.9,0,9
2746,2024-12-08 14:00:00,Cloudy,23.4,1,8
2747,2024-10-16 05:00:00,Sunny,28.5,0,8
2748,2024-12-22 00:00:00,Rainy,16.7,6,2
2749,2024-05-24 15:00:00,Sunny,28.8,0,8
2750,2024-09-24 19:00:00,Cloudy,23.6,0,7
2751,2024-02-22 16:00:00,Sunny,31.5,0,10
2752,2024-11-21 21:00:00,Foggy,23.1,0,6
2753,2024-10-03 13:00:00,Sunny,27.1,0,10
2754,2024-02-07 07:00:00,Foggy,19.7,0,4
2755,2024-05-12 22:00:00,Foggy,19.9,0,6
2756,2024-02-23 02:00:00,Sunny,27.1,0,8
2757,2024-01-20 03:00:00,Sunny,28.4,0,9
2758,2024-03-13 16:00:00,Sunny,26.5,0,8
2759,2024-01-08 11:00:00,Sunny,25.7,0,10
2760,2024-05-08 03:00:00,Foggy,21.2,0,5
2761,2024-07-02 18:00:00,Cloudy,25.3,0,7
2762,2024-01-31 15:00:00,Sunny,26.4,0,10
2763,2024-02-02 19:00:00,Cloudy,25.8,1,6
2764,2024-01-06 18:00:00,Sunny,26.7,0,9
2765,2024-12-07 11:00:00,Rainy,19.5,6,5
2766,2024-08-30 22:00:00,Sunny,29.6,0,9
2767,2024-10-05 00:00:00,Rainy,18.9,3,4
2768,2024-12-08 19:00:00,Foggy,20.9,0,3
2769,2024-01-17 04:00:00,Foggy,19.0,0,4
2770,2024-01-26 12:00:00,Cloudy,23.6,1,9
2771,2024-11-12 03:00:00,Sunny,27.6,0,8
2772,2024-03-04 16:00:00,Sunny,26.5,0,10
2773,2024-04-06 03:00:00,Rainy,18.6,5,3
2774,2024-12-08 10:00:00,Foggy,16.9,0,4
2775,2024-03-30 13:00:00,Cloudy,23.0,1,9
2776,2024-10-21 03:00:00,Sunny,27.4,0,9
2777,2024-09-21 14:00:00,Sunny,27.5,0,10
2778,2024-02-21 04:00:00,Sunny,27.5,0,10
2779,2024-01-11 04:00:00,Rainy,18.9,9,2
2780,2024-02-29 12:00:00,Sunny,29.0,0,9
2781,2024-04-25 20:00:00,Cloudy,25.7,1,8
2782,2024-07-10 05:00:00,Rainy,17.7,4,2
2783,2024-02-18 13:00:00,Cloudy,21.6,1,6
2784,2024-06-25 02:00:00,Sunny,25.9,0,9
2785,2024-04-05 21:00:00,Rainy,18.0,6,5
2786,2024-09-05 03:00:00,Rainy,18.3,9,2
2787,2024-10-06 05:00:00,Foggy,18.5,0,6
2788,2024-10-27 22:00:00,Foggy,17.4,0,4
2789,2024-08-02 02:00:00,Sunny,27.1,0,10
2790,2024-10-09 01:00:00,Sunny,28.4,0,10
2791,2024-02-08 22:00:00,Cloudy,25.2,1,6
2792,2024-04-15 12:00:00,Cloudy,22.9,0,6
2793,2024-09-13 13:00:00,Foggy,19.2,0,5
2794,2024-02-19 19:00:00,Sunny,26.1,0,9
2795,2024-03-04 19:00:00,Sunny,27.9,0,9
2796,2024-11-13 08:00:00,Sunny,26.3,0,9
2797,2024-03-14 23:00:00,Sunny,29.1,0,8
2798,2024-05-16 04:00:00,Rainy,15.4,8,5
2799,2024-08-21 18:00:00,Cloudy,23.3,0,8
2800,2024-11-21 02:00:00,Rainy,19.6,9,3
2801,2024-01-27 03:00:00,Sunny,28.4,0,9
2802,2024-05-25 17:00:00,Cloudy,29.4,1,7
2803,2024-09-16 14:00:00,Sunny,28.7,0,8
2804,2024-10-20 14:00:00,Sunny,26.0,0,9
2805,2024-05-24 09:00:00,Rainy,18.8,5,2
2806,2024-07-03 05:00:00,Foggy,16.4,0,6
2807,2024-02-27 01:00:00,Sunny,27.8,0,8
2808,2024-10-03 12:00:00,Sunny,26.3,0,9
2809,2024-11-04 04:00:00,Sunny,29.8,0,10
2810,2024-06-26 02:00:00,Foggy,18.9,0,4
2811,2024-03-04 02:00:00,Sunny,27.8,0,8
2812,2024-08-21 11:00:00,Foggy,18.7,0,6
2813,2024-05-15 13:00:00,Rainy,22.5,6,3
2814,2024-11-24 18:00:00,Sunny,27.4,0,9
2815,2024-08-30 03:00:00,Cloudy,27.7,0,9
2816,2024-05-15 13:00:00,Rainy,20.6,8,2
2817,2024-04-08 17:00:00,Sunny,29.0,0,10
2818,2024-08-04 01:00:00,Sunny,28.7,0,10
2819,2024-04-10 16:00:00,Sunny,28.8,0,9
2820,2024-10-04 10:00:00,Cloudy,20.1,1,6
2821,2024-01-03 12:00:00,Sunny,27.4,0,10
2822,2024-03-07 12:00:00,Rainy,20.7,4,5
2823,2024-05-08 02:00:00,Sunny,27.9,0,10
2824,2024-05-27 13:00:00,Cloudy,21.2,0,9
2825,2024-01-10 19:00:00,Sunny,27.9,0,8
2826,2024-01-12 01:00:00,Sunny,31.4,0,9
2827,2024-12-08 18:00:00,Sunny,30.5,0,9
2828,2024-12-06 17:00:00,Foggy,19.9,0,3
2829,2024-10-07 03:00:00,Cloudy,25.9,1,9
2830,2024-10-17 17:00:00,Sunny,27.3,0,10
2831,2024-04-30 00:00:00,Cloudy,20.6,1,6
2832,2024-04-21 00:00:00,Cloudy,22.2,1,7
2833,2024-10-25 15:00:00,Cloudy,27.1,1,8
2834,2024-03-11 20:00:00,Cloudy,23.5,0,6
2835,2024-10-07 18:00:00,Sunny,27.5,0,8
2836,2024-03-09 01:00:00,Sunny,27.4,0,10
2837,2024-10-14 03:00:00,Cloudy,27.8,0,8
2838,2024-09-17 03:00:00,Sunny,31.3,0,9
2839,2024-03-25 22:00:00,Sunny,32.4,0,9
2840,2024-10-08 21:00:00,Sunny,27.7,0,9
2841,2024-09-12 18:00:00,Rainy,19.6,8,2
2842,2024-07-01 16:00:00,Foggy,17.0,0,5
2843,2024-07-28 20:00:00,Foggy,23.0,0,5
2844,2024-06-13 21:00:00,Foggy,17.7,0,6
2845,2024-01-23 07:00:00,Sunny,28.4,0,9
2846,2024-09-12 14:00:00,Sunny,25.8,0,8
2847,2024-08-16 18:00:00,Foggy,18.8,0,5
2848,2024-10-20 13:00:00,Sunny,26.3,0,10
2849,2024-05-11 12:00:00,Sunny,26.8,0,9
2850,2024-10-19 22:00:00,Cloudy,22.9,1,6
2851,2024-09-23 12:00:00,Sunny,26.9,0,10
2852,2024-08-05 04:00:00,Rainy,20.7,4,5
2853,2024-03-08 23:00:00,Cloudy,21.8,1,7
2854,2024-09-24 14:00:00,Cloudy,24.4,0,6
2855,2024-04-18 13:00:00,Foggy,22.4,0,5
2856,2024-03-04 16:00:00,Rainy,18.0,5,2
2857,2024-04-14 11:00:00,Sunny,26.6,0,8
2858,2024-02-23 18:00:00,Sunny,27.5,0,10
2859,2024-11-05 17:00:00,Cloudy,26.4,0,7
2860,2024-06-12 15:00:00,Cloudy,24.4,1,7
2861,2024-05-12 07:00:00,Cloudy,22.9,0,8
2862,2024-06-26 19:00:00,Cloudy,25.0,0,9
2863,2024-04-08 03:00:00,Cloudy,21.8,1,6
2864,2024-11-09 10:00:00,Cloudy,25.4,0,6
2865,2024-04-06 19:00:00,Rainy,19.8,3,2
2866,2024-03-04 08:00:00,Sunny,27.4,0,8
2867,2024-05-21 23:00:00,Sunny,26.3,0,9
2868,2024-01-15 23:00:00,Sunny,26.2,0,9
2869,2024-05-23 13:00:00,Cloudy,25.1,1,6
2870,2024-11-03 19:00:00,Cloudy,26.5,1,8
2871,2024-07-22 22:00:00,Foggy,18.7,0,4
2872,2024-01-22 11:00:00,Sunny,28.9,0,8
2873,2024-08-24 17:00:00,Sunny,23.8,0,9
2874,2024-12-22 04:00:00,Cloudy,22.8,0,7
2875,2024-01-21 04:00:00,Cloudy,23.9,0,7
2876,2024-09-06 02:00:00,Cloudy,22.2,0,7
2877,2024-01-21 03:00:00,Sunny,26.1,0,8
2878,2024-02-26 23:00:00,Sunny,26.7,0,8
2879,2024-07-05 19:00:00,Cloudy,24.6,0,8
2880,2024-07-19 22:00:00,Cloudy,23.6,0,8
2881,2024-12-15 23:00:00,Cloudy,19.5,1,9
2882,2024-04-28 01:00:00,Rainy,14.8,5,4
2883,2024-07-10 21:00:00,Sunny,26.8,0,10
2884,2024-04-23 02:00:00,Rainy,19.9,3,4
2885,2024-10-22 21:00:00,Foggy,14.5,0,6
2886,2024-07-04 11:00:00,Foggy,19.0,0,6
2887,2024-09-18 11:00:00,Foggy,18.9,0,3
2888,2024-02-13 20:00:00,Cloudy,26.8,1,8
2889,2024-10-06 18:00:00,Cloudy,23.2,0,8
2890,2024-12-28 03:00:00,Sunny,28.8,0,10
2891,2024-03-19 06:00:00,Sunny,28.3,0,8
2892,2024-10-20 03:00:00,Sunny,23.7,0,9
2893,2024-06-16 11:00:00,Foggy,21.5,0,5
2894,2024-09-10 17:00:00,Sunny,28.4,0,10
2895,2024-03-24 11:00:00,Sunny,29.0,0,9
2896,2024-01-08 10:00:00,Sunny,35.9,0,10
2897,2024-08-07 12:00:00,Cloudy,19.8,0,9
2898,2024-09-20 05:00:00,Foggy,23.4,0,3
2899,2024-12-25 22:00:00,Sunny,27.4,0,8
2900,2024-07-08 19:00:00,Sunny,28.6,0,10
2901,2024-10-24 02:00:00,Cloudy,23.9,0,9
2902,2024-05-15 06:00:00,Sunny,27.2,0,9
2903,2024-12-06 09:00:00,Sunny,26.9,0,9
2904,2024-10-14 13:00:00,Sunny,28.7,0,9
2905,2024-04-26 19:00:00,Sunny,25.0,0,9
2906,2024-01-15 12:00:00,Cloudy,25.5,1,7
2907,2024-01-04 04:00:00,Sunny,27.2,0,10
2908,2024-10-01 23:00:00,Rainy,16.7,6,3
2909,2024-12-26 02:00:00,Sunny,27.1,0,10
2910,2024-01-12 02:00:00,Sunny,30.5,0,10
2911,2024-10-10 08:00:00,Sunny,26.9,0,8
2912,2024-08-24 01:00:00,Cloudy,24.7,1,8
2913,2024-02-02 03:00:00,Cloudy,22.5,1,9
2914,2024-11-06 07:00:00,Sunny,29.5,0,10
2915,2024-03-11 03:00:00,Cloudy,25.4,0,8
2916,2024-01-08 02:00:00,Sunny,31.7,0,8
2917,2024-10-24 10:00:00,Sunny,27.6,0,9
2918,2024-05-10 11:00:00,Sunny,29.3,0,8
2919,2024-02-05 20:00:00,Cloudy,24.2,1,6
2920,2024-03-16 15:00:00,Sunny,30.6,0,8
2921,2024-02-21 05:00:00,Sunny,26.6,0,9
2922,2024-09-16 02:00:00,Sunny,29.5,0,10
2923,2024-04-04 01:00:00,Sunny,27.6,0,8
2924,2024-08-05 23:00:00,Cloudy,23.9,0,7
2925,2024-11-01 00:00:00,Foggy,20.2,0,6
2926,2024-11-30 13:00:00,Cloudy,24.5,0,9
2927,2024-06-03 04:00:00,Rainy,18.8,7,5
2928,2024-02-26 12:00:00,Sunny,28.4,0,9
2929,2024-05-20 13:00:00,Sunny,31.2,0,8
2930,2024-02-11 03:00:00,Cloudy,26.0,0,9
2931,2024-05-27 13:00:00,Sunny,29.7,0,10
2932,2024-11-28 21:00:00,Cloudy,23.1,1,7
2933,2024-12-26 04:00:00,Sunny,26.2,0,8
2934,2024-11-05 22:00:00,Cloudy,25.9,1,8
2935,2024-05-29 08:00:00,Cloudy,25.8,0,7
2936,2024-12-16 12:00:00,Rainy,21.9,8,5
2937,2024-05-08 07:00:00,Sunny,26.8,0,9
2938,2024-04-22 02:00:00,Sunny,27.5,0,9
2939,2024-11-10 16:00:00,Cloudy,20.7,0,7
2940,2024-06-13 05:00:00,Foggy,19.2,0,3
2941,2024-05-07 16:00:00,Sunny,30.0,0,9
2942,2024-12-28 10:00:00,Sunny,27.1,0,9
2943,2024-02-27 09:00:00,Cloudy,25.3,1,6
2944,2024-04-12 19:00:00,Sunny,27.6,0,8
2945,2024-12-12 17:00:00,Sunny,28.6,0,9
2946,2024-07-05 02:00:00,Sunny,25.7,0,9
2947,2024-09-18 03:00:00,Sunny,28.2,0,8
2948,2024-07-19 16:00:00,Cloudy,18.0,1,7
2949,2024-07-07 08:00:00,Sunny,27.6,0,8
2950,2024-03-15 12:00:00,Cloudy,20.7,1,9
2951,2024-05-29 21:00:00,Cloudy,26.4,0,6
2952,2024-06-30 17:00:00,Sunny,29.6,0,8
2953,2024-03-09 23:00:00,Sunny,28.9,0,10
2954,2024-10-03 04:00:00,Sunny,31.0,0,10
2955,2024-05-30 02:00:00,Sunny,26.1,0,8
2956,2024-05-20 10:00:00,Cloudy,27.5,1,9
2957,2024-08-25 07:00:00,Sunny,29.9,0,8
2958,2024-03-05 08:00:00,Cloudy,23.5,1,6
2959,2024-11-21 11:00:00,Sunny,30.3,0,10
2960,2024-08-03 02:00:00,Cloudy,21.8,0,7
2961,2024-08-14 18:00:00,Cloudy,22.4,0,7
2962,2024-01-09 16:00:00,Foggy,18.8,0,4
2963,2024-01-15 05:00:00,Cloudy,22.9,1,8
2964,2024-02-22 13:00:00,Sunny,25.9,0,9
2965,2024-08-28 09:00:00,Sunny,30.4,0,8
2966,2024-06-17 23:00:00,Rainy,18.5,2,5
2967,2024-07-17 10:00:00,Cloudy,24.7,0,6
2968,2024-04-10 01:00:00,Foggy,18.9,0,4
2969,2024-07-26 22:00:00,Foggy,16.4,0,3
2970,2024-11-04 23:00:00,Foggy,20.5,0,5
2971,2024-11-28 02:00:00,Cloudy,20.2,1,8
2972,2024-01-10 06:00:00,Sunny,27.9,0,9
2973,2024-08-15 19:00:00,Foggy,17.3,0,5
2974,2024-03-17 23:00:00,Foggy,24.0,0,6
2975,2024-01-15 03:00:00,Sunny,29.8,0,10
2976,2024-05-30 08:00:00,Sunny,28.2,0,9
2977,2024-12-05 20:00:00,Cloudy,26.5,0,8
2978,2024-10-21 00:00:00,Sunny,26.3,0,10
2979,2024-03-01 22:00:00,Sunny,29.1,0,10
2980,2024-03-14 16:00:00,Sunny,28.4,0,9
2981,2024-12-25 16:00:00,Rainy,19.5,10,5
2982,2024-08-26 03:00:00,Sunny,30.5,0,10
2983,2024-10-11 20:00:00,Foggy,21.5,0,6
2984,2024-05-10 02:00:00,Rainy,19.6,6,4
2985,2024-08-22 08:00:00,Sunny,24.7,0,10
2986,2024-10-22 21:00:00,Foggy,18.1,0,3
2987,2024-07-15 21:00:00,Foggy,19.8,0,5
2988,2024-12-06 14:00:00,Sunny,28.2,0,8
2989,2024-04-12 13:00:00,Rainy,16.7,4,5
2990,2024-07-26 06:00:00,Cloudy,28.8,1,7
2991,2024-01-11 15:00:00,Cloudy,27.0,0,8
2992,2024-03-25 06:00:00,Cloudy,25.2,0,8
2993,2024-01-04 11:00:00,Sunny,28.1,0,9
2994,2024-06-20 15:00:00,Cloudy,23.6,0,6
2995,2024-12-08 16:00:00,Sunny,26.1,0,9
2996,2024-07-03 18:00:00,Cloudy,24.2,0,6
2997,2024-05-14 07:00:00,Sunny,28.5,0,10
2998,2024-05-29 09:00:00,Cloudy,21.5,0,8
2999,2024-06-18 19:00:00,Sunny,28.7,0,9
3000,2024-10-15 11:00:00,Foggy,19.7,0,6
3001,2024-06-27 08:00:00,Sunny,24.2,0,8
3002,2024-10-24 12:00:00,Rainy,17.3,6,3
3003,2024-05-16 04:00:00,Cloudy,23.2,1,7
3004,2024-05-16 04:00:00,Sunny,31.8,0,9
3005,2024-07-21 23:00:00,Sunny,29.1,0,8
3006,2024-09-13 15:00:00,Cloudy,21.3,1,7
3007,2024-03-06 13:00:00,Foggy,21.0,0,6
3008,2024-08-01 20:00:00,Sunny,24.9,0,9
3009,2024-08-29 19:00:00,Cloudy,26.2,1,9
3010,2024-11-10 21:00:00,Cloudy,23.1,1,9
3011,2024-01-19 00:00:00,Sunny,27.8,0,10
3012,2024-04-05 23:00:00,Rainy,21.7,8,2
3013,2024-12-15 15:00:00,Cloudy,21.4,1,7
3014,2024-07-19 06:00:00,Sunny,25.2,0,10
